DT_PUBLICACAO;TEXTO;N_CURTIDAS;LINK_PUBLICACAO;DATA_DOWNLOAD;URL_ESP
2023-12-25;"Neste Natal, pegue carona com o BYD D1 para os destinos mais mágicos. 🎄🚗✨

Com um espaço interno otimizado e assentos sob-medida que proporcionam grande conforto, o BYD D1 é a opção ideal para todas as viagens.

#BYDBrasil #MobilidadeSustentavel #RecargaRapida";257 curtidas;https://www.instagram.com/p/C1R1HLSur-4/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-27;"Conheça a empilhadeira BYD ECB70: a combinação perfeita entre força e zero emissões, proporcionando um ambiente de trabalho mais eficiente e sustentável.

-Capacidade para 7 toneladas
-Alcança uma altura de 4,5 metros
-Carregamento em até cinco horas e meia
-Equipada com quatro rodas

✅ Conheça as soluções BYD para a logística sustentável no link da bio.

#BYDBrasil #LogisticaSustentavel";70 curtidas;https://www.instagram.com/p/C1W-tOZOi2i/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-31;"Vem aí um ano repleto de novas energias! Conte com a BYD para um futuro sustentável e movido pela energia limpa.

#BYDBrasil #LogisticaVerde";372 curtidas;https://www.instagram.com/p/C1iB5gwOb1w/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-02;"Transforme em realidade suas metas de ESG de 2024 com a BYD! Como a primeira montadora do mundo a obter certificação ESG para suas concessionárias no Brasil, a BYD está na vanguarda das práticas ambientais, sociais e de governança.

Descubra como as soluções completas de geração e armazenamento de energia da BYD, logística verde, transporte urbano sustentável e mobilidade elétrica podem fazer a diferença em sua jornada ESG.

✅ Conheça as soluções BYD no link da bio.

#BYD #ESG #Sustentabilidade";150 curtidas;https://www.instagram.com/p/C1m3thyOoNw/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-05;"A BYD oferece serviços de Engenharia, Suprimentos e Construção (EPC) para atender à demanda energética de grandes empresas.

Da concepção à implementação da usina, a BYD é responsável por todas as etapas do projeto, garantindo eficiência energética com garantia de desempenho dos módulos por 25 anos.

#BYDEnergy #EnergiaSustentavel #EPC";218 curtidas;https://www.instagram.com/p/C1uJ7OtrRdM/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-05;"O ano de 2023 terminou com a consagração da BYD como a maior produtora de carros elétricos do planeta. No Brasil, a liderança também foi nossa.

A BYD vendeu 17.947 veículos no país em 2023. Foram 10.274 carros 100% elétricos, contra 9.036 de todas as outras marcas somadas. Entre os 5 modelos 100% elétricos mais vendidos, 4 são BYD.

Já entre os híbridos plug-in, a liderança foi do BYD Song Plus.

2024 está apenas começando.⚡🌍

#BYD #BYDBrasil";6.079 curtidas;https://www.instagram.com/p/C1umU2Auv8N/?img_index=1;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-09;"A empilhadeira retrátil BYD RTR16 possui condução simplificada com o sistema de aceleração e freio em um único pedal, inovação que visa minimizar a necessidade do freio de serviço.

Com isso, a experiência do operador é otimizada e facilitada.

Saiba mais sobre as diferentes linhas de empilhadeiras BYD no link da bio.

#BYDBrasil #logistica #empilhadeiras";60 curtidas;https://www.instagram.com/p/C14_JALOsTP/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-10;"Na BYD, a sustentabilidade não é apenas um compromisso, é um modo de operar. As quatro fábricas no Brasil atendem à norma ISO 14001:2015, o que garante um sólido sistema de gestão ambiental e certifica o compromisso da BYD com o desenvolvimento sustentável, indo além dos produtos, fazendo-se presente em cada processo da fabricação.
✅ Acesse o site no link da bio para saber mais sobre a BYD.

#BYDEnergy #EnergiaSolar #Sustentabilidade";105 curtidas;https://www.instagram.com/p/C17iNwBOZC2/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-11;"Cinco anos de transformação sustentável no Chile! 🚌🌿

Desde a estreia da frota de ônibus 100% elétricos BYD, foram 39.354.982 passageiros transportados, o equivalente a duas vezes a população do país.

Passageiros que embarcaram em uma jornada que significou uma redução notável de 56.406 toneladas de CO₂ e em 26.884.448 km percorridos.

Quando o assunto é tecnologia e sustentabilidade, a BYD chega mais longe.

#BYDBrasil #BYDChile #OnibusElEtricos #Sustentabilidade";219 curtidas;https://www.instagram.com/p/C1-H9EiuqbI/?img_index=1;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-12;"A BYD está presente no Brasil em todas as etapas, da fabricação dos módulos fotovoltaicos ao pós-vendas, garantindo assistência direta aos seus clientes sempre que necessário.

Com 4 fábricas em operação no país e 3 novas unidades em construção na Bahia, a BYD não para de crescer no Brasil, em todas as suas frentes de negócio. Pode confiar!

#BYDEnergy #Sustentabilidade #PosVenda";486 curtidas;https://www.instagram.com/p/C2AHYBnr2Lx/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-15;"A BYD lidera a eletromobilidade no transporte público mundial, apoiando cidades modernas nas metas globais de redução de emissões.
Com mais de 90.000 ônibus elétricos entregues globalmente, a BYD caminha diariamente em direção a um futuro mais verde e eficiente. 🚌⚡️🌳

Conheça as soluções da BYD no link da bio.

#BYD #Sustentabilidade";732 curtidas;https://www.instagram.com/p/C2IsqjVOjvj/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-16;"A BYD está empenhada em levar suporte de alta qualidade a todos os cantos do Brasil! 🇧🇷💙

A empresa atua em todo o território nacional com atendimento de pós-venda, assistência técnica e serviços excepcionais para seus modelos de caminhões 100% elétricos.

De Norte a Sul, do litoral ao interior, a equipe especializada da BYD está pronta para oferecer assistência rápida e eficiente.

#BYDBrasil #EnergiaSustentavel #AssistenciaPosVenda";152 curtidas;https://www.instagram.com/p/C2Ko0YKOvIw/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-17;"A BYD acaba de inaugurar seu 1º navio cargueiro, o EXPLORER NO.1, que tem como objetivo impulsionar a capacidadade de logística internacional da empresa.

O navio possui 199,9 metros de comprimento e capacidade de carga de até 7.000 veículos. Nos próximos dois anos, a expectativa é que mais sete embarcações se juntem à frota, todas integrando a tecnologia de bateria de armazenamento de energia da BYD e sistemas de gerador de eixo, incorporando a visão da BYD para uma era de transporte marítimo mais verde.

#BYD #BYDBrasil";8.495 curtidas;https://www.instagram.com/p/C2NuHHwx52-/?img_index=1;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-17;"Acelerando rumo à excelência!
Estamos orgulhosos de ser o Parceiro Oficial de Mobilidade Elétrica da UEFA EURO 2024™️, que pela primeira vez tem um patrocinador de E-Mobility. @euro2024 Experimente conosco a poderosa combinação de inovação e mobilidade sustentável!

#BYD #ConstruaSeusSonhos #EURO2024";571 curtidas;https://www.instagram.com/p/C2M7E3rOKm3/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-17;"Junte-se à BYD para uma viagem mais tranquila e limpa! 🚌🌳

#BYDBrasil #MobilidadeSustentavel #ônibuseletricos";283 curtidas;https://www.instagram.com/p/C2NibxDR_pW/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-18;"Com seus equipamentos de movimentação, a BYD tem como objetivo aumentar a produtividade da sua empresa.

A transpaleteira PMW20 da BYD oferece capacidade de carga de 2 toneladas e um carregamento total da bateria em até 1h30.
Eficiência e sustentabilidade em um só equipamento. Descubra a nova era da movimentação de carga com a BYD clicando no link da bio.

#BYDBrasil #TranspaleteiraPMW20 #LogisticaVerde";53 curtidas;https://www.instagram.com/p/C2QOi5GxtEz/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-18;"A @focoenergia atua com equipamentos fotovoltaicos BYD há mais de 5 anos em uma parceria de sucesso que distribui energia limpa para todos os cantos do Brasil.

Confira depoimentos sobre os benefícios dessa cooperação de representantes dessa que é uma das maiores distribuidoras do país em atuação com FINAME. 🤝 💪

#BYD #BYDEnergy #EnergiaSolar #FINAME";;https://www.instagram.com/p/C2QRW51xsa8/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-19;"Presença confirmada! A BYD Energy participará da Expo Cocari 2024, evento que será realizado na cidade de Mandaguari (PR), e que tem como objetivo apresentar soluções inovadoras para players do agronegócio de todo o Brasil.

O evento acontece entre os dias 31 de janeiro e 2 de fevereiro no Centro Tecnológico Cocari, e os visitantes poderão conhecer de perto as principais soluções de energia limpa da BYD.

Você é nosso convidado!

#BYD #BYDEnergy #EnergiaSolar #Agronegocio #Agro #Rural #Cocari #ExpoCocari";;https://www.instagram.com/p/C2StgSWReAH/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-22;"Graças ao seu recém-inaugurado laboratório de P&D, a BYD Energy é a primeira fabricante da América Latina com capacidade para estudar todo o ciclo produtivo de módulos fotovoltaicos, desde o beneficiamento do minério de silício. São 1.600m quadrados de uma estrutura desenvolvida para impulsionar a pesquisa do setor no Brasil.

Arraste para o lado e conheça alguns dos equipamentos que fazem desse o laboratório mais avançado do setor em todo o continente. ☀️🔬

#BYDEnergy #EnergiaSolar #P&D #InovaçãoTecnológica";129 curtidas;https://www.instagram.com/p/C2aRwnpLeDK/?img_index=1;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-24;"🌳 Até 11 de janeiro de 2024, a BYD poupou um total de 48.406.698.138 kg de emissões de carbono, o equivalente ao plantio de 806.778.302 árvores!

🌏 Vamos em direção a um futuro mais limpo!

#BYD #ConstruaSeusSonhos #Cooltheearthbyonedegree";127 curtidas;https://www.instagram.com/p/C2fwa7iOddW/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-25;"A cidade de São Paulo completa 470 anos de muita história e energia!

Assim como a BYD, São Paulo é um exemplo de crescimento, inovação e diversidade.

Feliz aniversário, São Paulo! 🎉🌆

#BYD #SP470anos #Sustentabilidade #saopaulo470anos";273 curtidas;https://www.instagram.com/p/C2hyzqrOmZR/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-26;"Tecnologia verde em movimento! O BYD T50, rebocador 100% elétrico da BYD, é mais do que uma solução eficiente é um compromisso com o meio ambiente.

Com capacidade para 5.000 kg, bateria de fosfato de ferro lítio 100% livre de manutenção, o T50 redefine o transporte industrial e utiliza técnicas avançadas de robótica para otimizar a logística e reduzir custos operacionais.

Saiba mais sobre as diferentes linhas de rebocadores BYD no link da bio.

#BYDBrasil #T50 #LogísticaSustentável";152 curtidas;https://www.instagram.com/p/C2ktmfauVX2/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-30;"Confira por que os caminhões BYD trazem mais segurança para as estradas:

✅ Tecnologia de Ponta: Equipados com sistemas de assistência ao motorista, como controle de cruzeiro adaptativo (ACC) e frenagem de emergência.
🌐 Baterias de Última Geração: Desenvolvidas com tecnologia líder de mercado, que garantem desempenho consistente e confiável.
🔄 Baixo Centro de Gravidade: Com o peso das baterias distribuído uniformemente, os caminhões oferecem um centro de gravidade mais baixo, aumentando a estabilidade e reduzindo o risco de capotamento.
🔍 Monitoramento Avançado: Sistemas de monitoramento em tempo real permitem o acompanhamento preciso do desempenho do veículo, garantindo que cada viagem seja segura e controlada.

Faça parte da transformação para um transporte mais seguro e sustentável com os caminhões elétricos BYD. 🚚✨

#BYDBrasil #CaminhaoEletrico #MobilidadeEletrica";103 curtidas;https://www.instagram.com/p/C2uaEKIOYnN/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-30;"O primeiro ônibus articulado 100% elétrico do Brasil é BYD! 🥇

Desenvolvidos e fabricados no Brasil, os chassis D11B integram a linha verde do VLP de São José dos Campos/SP desde 2021. Com 22 metros de comprimento e piso baixo, os ônibus são silenciosos e com zero emissão de poluentes.

Com inovação e pioneirismo na área de mobilidade urbana, a BYD é a opção mais inteligente, segura e eficiente para o transporte coletivo.🔌🚌

#BYDEnergy #OnibusEletrico #MobilidadeSustentavel";1.144 curtidas;https://www.instagram.com/p/C2uaGK7OCeN/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-30;"Cliente satisfeito é com a BYD!

Marcio Frank, proprietário da Pão da Hora, de Curitiba, instalou um sistema de energia solar BYD em seu negócio e garantiu economia de até 80% logo no primeiro mês de uso — mesmo com chuva! 🤩

A instalação foi feita pelo integrador Otma Energia, do Dario Alberto, que tem na BYD o parceiro ideal no fornecimento de equipamentos de qualidade e garantia de pós-venda. Veja o que os dois têm a dizer sobre seus resultados com as soluções da BYD.

Você também pode economizar em sua casa ou negócio. Quando pensar em energia solar, peça BYD!

#BYD #BYDEnergy #EnergiaSolar #BYDEnergia";210 curtidas;https://www.instagram.com/p/C2vPCDzRJQQ/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-01-31;"A BYD está presente na Expo Cocari 2024, em Mandaguari (PR). O evento teve início na manhã desta quarta e vai até sexta-feira, dia 2, reunindo tecnologias inovadoras e grandes players do agronegócio brasileiro. ⚡☀️

Aproveite para visitar o estande C5 e conheça de perto as soluções BYD de geração e armazenamento de energia, além dos carregadores veículares e o carro 100% elétrico BYD Dolphin. 🌱⚡

#BYDEnergy #ExpoCocari #Inovação";•;https://www.instagram.com/p/C2xqNE3x_w5/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-01;"As empilhadeiras contrabalançadas 100% elétricas da BYD são sinônimo de versatilidade.

Com a capacidade de operar em temperaturas negativas de até -20 °C sem modificações adicionais, esses equipamentos são a escolha ideal para frigoríficos, fábricas de congelados e operações em ambientes de temperaturas extremamente baixas.

A confiabilidade e segurança nesses cenários são garantidas pela utilização de equipamentos eletrônicos de alta robustez, com uma classe de proteção IP apropriada.

Conte com a BYD para atender a operação que a sua empresa precisa

#BYDBrasil #Empilhadeiras #Sustentabilidade";81 curtidas;https://www.instagram.com/p/C20ZRRhuDZA/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-01;"Em 2023, a UFSC inaugurou seu laboratório de hidrogênio verde com total integração fotovoltaica do tipo BIPV. No projeto, foram utilizados 360 módulos BYD com potências de 450W e 530W.

Desenvolvidos pelo time de P&D da BYD do Brasil, a estimativa é de que os módulos proporcionem 61% de redução de carga térmica e 71% de economia no sistema de ar-condicionado, além de 52% de redução de potência instalada de iluminação.

Essa solução auxilia o desenvolvimento urbano sustentável do país. Conheça mais sobre a atuação da BYD no Brasil no link da bio. 🌍☀️

#BYDEnergy #BIPV #HidrogenioVerde #UFSC #EnergiaSolar";523 curtidas;https://www.instagram.com/p/C2z06qQrzxN/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-02;"Uma parceria estratégica acaba de ser firmada entre BYD e Raízen Power. 🤝⚡

Entre as iniciativas previstas, está a construção de hubs de recarga elétrica em oito capitais brasileiras nos próximos três anos: São Paulo (SP), Rio de Janeiro (RJ), Belo Horizonte (MG), Brasília (DF), Curitiba (PR), Florianópolis (SC), Salvador (BA) e Belém (PA).

O objetivo da parceria é ampliar a rede pública de carregadores elétricos no país, com energia 100% limpa e renovável. Ao todo, serão 600 novos pontos de recarga DC, somando mais 18 MW de potência instalada.

#BYD #BYDBRasil #BYDEnergy #BYDEnergia #EnergiaSolar #Carregadores #CarroElétrico #Raizen";3.548 curtidas;https://www.instagram.com/p/C22qYu7r4Xv/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-05;"A BYD reforça seu compromisso com o desenvolvimento sustentável por meio de ações concretas e produtos inovadores.

Desde veículos elétricos, incluindo carros, ônibus e caminhões, até soluções solares completas, com baterias e armazenamento de energia e produtos inovadores para a movimentação logística, a BYD constrói um futuro mais verde, em que a eficiência energética e a sustentabilidade são o principal foco.

Saiba mais sobre os produtos BYD clicando no link da bio.

#BYDBrasil #DesenvolvimentoSustentavel #CompromissoBYD";189 curtidas;https://www.instagram.com/p/C2-pn2sOK_I/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-06;"Com capacidade para transportar até 25 toneladas, o rebocador 100% elétrico Green Tug da BYD oferece autonomia para três turnos de operação e recarga total em apenas 2,5 horas.

Além da economia e autonomia, o Green Tug destaca-se pelo conforto do operador, já que oferece assentos ergonômicos e o sistema One Pedal Drive, que minimiza o uso do freio de serviço.

Com centenas de unidades em operações aeroportuárias e segmentos industriais no Brasil, o Green Tug já comprovou ser a opção mais inteligente e sustentável para sua empresa.

#BYDEnergy #GreenTug #LogisticaSustentavel";85 curtidas;https://www.instagram.com/p/C3BR8eCOnOe/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-07;"Explore o mundo com a BYD, pioneira em mobilidade sustentável.

Eficiência, segurança e tecnologia, que transformam a mobilidade elétrica e deixam um impacto positivo por onde passam.

#BYD #MobilidadeSustentavel #ViagemLimpa";147 curtidas;https://www.instagram.com/p/C3Dy2ATu1ev/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-09;"Os modelos de carregadores BYD de 7kW e 22kW são ideais para uso residencial e público. Compactos e com design sofisticado, você garante a energia que precisa para percorrer toda a sua jornada.

Arraste para o lado e veja mais detalhes sobre os novos carregadores veiculares BYD.

#BYDEnergy #CarregadoresEletricos #MobilidadeEletrica #BYDBrasil #BYDEnergia";473 curtidas;https://www.instagram.com/p/C3IqMfCrV0O/?img_index=1;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-12;"Descubra a família de equipamentos de movimentação BYD: empilhadeiras retráteis e contrabalançadas, rebocadores e transpaleteiras.

Todos 100% elétricos, oferecem soluções para seus desafios logísticos, unindo autonomia e sustentabilidade.

#BYD #LogisticaSustentavel #EmpilhadeirasElétricas";63 curtidas;https://www.instagram.com/p/C3QIT_JuWjB/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-14;"A Transpaleteira BYD P20S oferece freios eletromagnéticos, garantindo um funcionamento seguro. Essa tecnologia possibilita a interrupção do equipamento de forma precisa em casos de emergência.

Confie na BYD para soluções sustentáveis e inovadoras. 🚧🔒

#BYDBrasil #LogisticaSustentavel #TranspaleteiraP20S";94 curtidas;https://www.instagram.com/p/C3V3YIuudHe/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-16;"A @phbsolar é mais uma grande parceira da BYD! 🤝⚡

A empresa se consolidou como uma das maiores distrubuidoras do Brasil levando as soluções da BYD a todos os cantos do país.

Confira depoimentos do time da PHB Solar que reforçam por que você pode confiar na BYD. ☀️

#BYD #BYDEnergy #BYDEnergia #EnergiaSolar #PHBSolar";;https://www.instagram.com/p/C3atMqgrQkS/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-16;"Já são mais de 100 mil seguidores que acompanham e impulsionam diariamente o crescimento da BYD no Brasil! ⚡🎉

Agradecemos por você acreditar em nossa revolução energética e ajudar a espalhar as inovações sustentáveis da BYD por todo o país. ☀️🚌";252 curtidas;https://www.instagram.com/p/C3akWoNuzKQ/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-20;"A BYD estará presente no maior evento de logística da América Latina!

A Intermodal South America 2024 acontece entre os dias 5 e 7 de março, no São Paulo Expo - Exhibition & Convention Center.

📍 Conheça as soluções de energia limpa, logística verde e mobilidade elétrica da BYD no estande J008.

#BYD #BYDEnergy #EnergiaSolar #Intermodal2024";168 curtidas;https://www.instagram.com/p/C3lQXguvFT6/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-21;"A revisão periódica pode salvar a sua frota 🩹⚡

Pensando nisso, a BYD oferece um eficiente suporte de pós vendas para seus veículos pesados, com planos de manutenção sempre atualizados e documentados, garantindo que os proprietários estejam cientes e seguros do momento ideal para revisão.

Saiba mais sobre o pós vendas da BYD clicando no link da bio.

#BYDBrasil #Pós-Vendas #Sustentabilidade";94 curtidas;https://www.instagram.com/p/C3nUP3HOnEV/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-21;"A BYD traz inovação para Goiás com o primeiro ônibus 100% elétrico superarticulado do mundo rodando no estado.

Com 23 metros e 250 km de autonomia, o modelo D11A oferece conforto, sustentabilidade e acessibilidade.

Descubra mais sobre essa revolução em mobilidade urbana clicando em notícias no link da bio.

#BYDBrasil #ÔnibusElétrico #MobilidadeSustentável #GoiásVerde";•;https://www.instagram.com/p/C3nyxOjO7Lx/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-22;"A BYD é líder nos setores de energia limpa e mobilidade elétrica, oferecendo uma gama de soluções que vão da geração de energia solar aos veículos elétricos.

Explore as soluções BYD clicando no link da bio e faça parte dessa jornada.

#BYDBrasil #EnergiaLimpa #Sustentabilidade";205 curtidas;https://www.instagram.com/p/C3p1NdWOt2f/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-23;"Cada vez mais produtores rurais confiam na energia solar para transformar o seu negócio.

A potência instalada de energia solar no agronegócio alcançou 3,1 gigawatts em junho de 2023, representando 14% de toda a capacidade nacional de geração distribuída, segundo informações da ABSOLAR e Aneel.

Arraste para o lado e veja como a BYD pode impulsionar seus resultados no campo com qualidade e segurança.

#BYDEnergy #EnergiaSolar #Agronegocio #Agro #Sustentabilidade #EnergiaSolar #BYDEnergia";93 curtidas;https://www.instagram.com/p/C3sR73bLTJr/?img_index=1;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-26;"Mais de 600 mil colaboradores da BYD atuam com excelência, pragmatismo, paixão e inovação para ajudar a transformar o dia a dia de pessoas ao redor de todo o mundo com soluções mais sustentáveis.

Graças a esses valores, a BYD não para de crescer.

#BYDEnergy #Inovação #Sustentabilidade";121 curtidas;https://www.instagram.com/p/C30mo4nRknl/?img_index=1;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-27;"As empilhadeiras 100% elétricas BYD são essenciais para garantir eficiência e produtividade na indústria, independente do setor, são instrumentos fundamentais que garantem flexibilidade para se adaptar a diferentes ambientes e demandas.

Clique no link da bio e conheça as empilhadeiras BYD.

\#BYDBrasil #EmpilhadeirasEletricas #LogisticaVerde";58 curtidas;https://www.instagram.com/p/C33YFbfOdPU/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-28;"A empilhadeira 100% elétrica BYD ECB 70 une robustez e sustentabilidade, oferecendo 7 toneladas de capacidade de carga com zero emissão de poluentes.

Clique no link da bio e potencialize a eficiência da sua operação

#BYDBrasil #Tecnologia #BateriaSustentável #ECB70";53 curtidas;https://www.instagram.com/p/C35ykr8uvL6/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-02-29;"Na última quarta-feira, dia 28/02, completaram 7 anos desde que o primeiro módulo fotovoltaico BYD foi produzido no Brasil. Desde então, a BYD superou a marca de 2.3 milhões de painéis fabricados no país, marca que faz da empresa a maior do Brasil. 🎉🌱

#BYDEnergy #InovaçãoSustentável #ModuloFotovoltaico";152 curtidas;https://www.instagram.com/p/C38VC0hxvLM/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-03-04;"Na BYD, a sustentabilidade vai além de uma simples missão - é uma prática enraizada internamente e disseminada globalmente.

Como parte integrante da rede Brasil do Pacto Global da ONU, a empresa está comprometida em alinhar suas operações e estratégias aos Objetivos de Desenvolvimento Sustentável (ODS).

Anualmente, a BYD reporta seu progresso nessa jornada, sempre em busca de avanços em direção a um futuro mais sustentável.

Junte-se a nós nessa jornada em direção a um mundo melhor.

#BYD #Sustentabilidade #PactoGlobal #ODS #CompromissoSustentavel";59 curtidas;https://www.instagram.com/p/C4GiGV8OAOq/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-03-05;"A BYD marca presença na Intermodal 2024 apresentando sua solução completa em energia limpa: energia solar, mobilidade elétrica e logística verde.

Em um setor que enfrenta intensos desafios no transporte e movimentação de materiais, a BYD está à disposição de sua empresa para oferecer soluções eficientes para uma logística mais sustentável.

Visite a BYD no estande J008.

#BYDBrasil #BYDEnergy #Intermodal2024 #Sustentabilidade #EnergiaRenovável";358 curtidas;https://www.instagram.com/p/C4JgkiqubqQ/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2024-03-05;"Faça uma escolha inteligente: BYD Dolphin Mini na garagem, energia solar no telhado e economia na sua conta de energia!

Na compra de um BYD Dolphin Mini, tenha desconto no sistema de energia solar BYD.

Acesse o link na Bio para mais informações sobre nossas soluções completas e inteligentes em energia. 💡☀️";358 curtidas;https://www.instagram.com/p/C4IidwsrMMW/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
